sample_index,time_ns,raw_hex,is_trigger,probe[0],probe[1],probe[2],probe[3],probe[4],probe[5],probe[6],probe[7],probe[8],probe[9],probe[10],probe[11],probe[12],probe[13],probe[14],probe[15]
567,47250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
568,47333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
569,47416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
570,47500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
571,47583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
572,47666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
573,47750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
574,47833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
575,47916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
576,48000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
577,48083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
578,48166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
579,48250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
580,48333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
581,48416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
582,48500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
583,48583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
584,48666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
585,48750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
586,48833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
587,48916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
588,49000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
589,49083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
590,49166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
591,49250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
592,49333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
593,49416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
594,49500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
595,49583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
596,49666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
597,49750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
598,49833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
599,49916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
600,50000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
601,50083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
602,50166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
603,50250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
604,50333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
605,50416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
606,50500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
607,50583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
608,50666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
609,50750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
610,50833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
611,50916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
612,51000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
613,51083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
614,51166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
615,51250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
616,51333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
617,51416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
618,51500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
619,51583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
620,51666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
621,51750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
622,51833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
623,51916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
624,52000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
625,52083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
626,52166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
627,52250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
628,52333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
629,52416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
630,52500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
631,52583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
632,52666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
633,52750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
634,52833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
635,52916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
636,53000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
637,53083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
638,53166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
639,53250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
640,53333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
641,53416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
642,53500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
643,53583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
644,53666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
645,53750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
646,53833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
647,53916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
648,54000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649,54083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
650,54166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
651,54250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
652,54333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
653,54416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
654,54500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,54583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
656,54666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
657,54750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
658,54833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
659,54916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
660,55000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
661,55083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
662,55166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
663,55250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
664,55333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
665,55416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
666,55500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
667,55583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
668,55666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
669,55750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
670,55833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
671,55916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
672,56000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
673,56083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
674,56166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
675,56250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
676,56333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
677,56416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
678,56500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
679,56583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
680,56666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
681,56750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
682,56833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
683,56916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
684,57000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
685,57083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
686,57166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
687,57250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
688,57333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
689,57416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
690,57500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
691,57583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
692,57666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
693,57750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
694,57833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
695,57916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
696,58000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
697,58083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
698,58166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
699,58250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
700,58333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
701,58416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
702,58500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
703,58583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
704,58666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
705,58750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
706,58833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
707,58916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
708,59000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
709,59083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
710,59166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
711,59250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
712,59333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
713,59416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
714,59500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
715,59583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
716,59666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
717,59750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
718,59833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
719,59916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
720,60000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
721,60083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
722,60166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
723,60250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
724,60333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
725,60416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
726,60500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
727,60583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
728,60666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
729,60750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
730,60833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
731,60916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
732,61000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
733,61083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
734,61166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,61250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
736,61333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
737,61416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
738,61500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
739,61583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
740,61666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
741,61750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
742,61833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
743,61916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
744,62000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
745,62083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
746,62166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
747,62250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,62333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
749,62416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
750,62500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
751,62583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
752,62666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
753,62750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
754,62833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
755,62916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
756,63000.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
757,63083.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
758,63166.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
759,63250.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
760,63333.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
761,63416.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
762,63500.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
763,63583.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
764,63666.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
765,63750.0,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
766,63833.3,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
767,63916.7,0xFFFF,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
